IGOR
WAVES/D/O sweep,sig(1) 
BEGIN
3400000000 3.584543e+02 
3400500000 3.586597e+02 
3401000000 3.586115e+02 
3401500000 3.585250e+02 
3.402000e+09 3.586710e+02 
3402500000 3.585249e+02 
3403000000 3.585145e+02 
3.403500e+09 3.586014e+02 
3404000000 3.584817e+02 
3404500000 3.586168e+02 
3405000000 3.585608e+02 
3405500000 3.585662e+02 
3.406000e+09 3.585484e+02 
3406500000 3.587106e+02 
3407000000 3.586284e+02 
3.407500e+09 3.585278e+02 
3408000000 3.584756e+02 
3408500000 3.584265e+02 
3409000000 3.586131e+02 
3409500000 3.585371e+02 
3.410000e+09 3.585397e+02 
3410500000 3.586423e+02 
3411000000 3.584386e+02 
3.411500e+09 3.585395e+02 
3412000000 3.585873e+02 
3412500000 3.585376e+02 
3413000000 3.586125e+02 
3413500000 3.584975e+02 
3.414000e+09 3.586194e+02 
3414500000 3.585556e+02 
3415000000 3.585678e+02 
3.415500e+09 3.585933e+02 
3416000000 3.585062e+02 
3416500000 3.585280e+02 
3417000000 3.585748e+02 
3417500000 3.585481e+02 
3.418000e+09 3.585073e+02 
3418500000 3.585466e+02 
3419000000 3.585438e+02 
3419500000 3.587248e+02 
3420000000 3.585575e+02 
3420500000 3.584258e+02 
3421000000 3.584568e+02 
3421500000 3.586291e+02 
3.422000e+09 3.585614e+02 
3422500000 3.585308e+02 
3423000000 3.585764e+02 
3423500000 3.584593e+02 
3424000000 3.586167e+02 
3424500000 3.585160e+02 
3425000000 3.584405e+02 
3425500000 3.586338e+02 
3.426000e+09 3.585041e+02 
3426500000 3.585846e+02 
3427000000 3.585492e+02 
3427500000 3.586260e+02 
3428000000 3.584402e+02 
3428500000 3.583201e+02 
3429000000 3.586923e+02 
3429500000 3.585683e+02 
3.430000e+09 3.585406e+02 
3430500000 3.584559e+02 
3431000000 3.585934e+02 
3431500000 3.586261e+02 
3432000000 3.584938e+02 
3432500000 3.584842e+02 
3433000000 3.585652e+02 
3433500000 3.586410e+02 
3.434000e+09 3.585943e+02 
3434500000 3.585580e+02 
3435000000 3.586129e+02 
3435500000 3.586238e+02 
3436000000 3.586163e+02 
3436500000 3.585319e+02 
3437000000 3.586016e+02 
3437500000 3.585703e+02 
3.438000e+09 3.585931e+02 
3438500000 3.586086e+02 
3439000000 3.585952e+02 
3439500000 3.584123e+02 
3440000000 3.584777e+02 
3440500000 3.585707e+02 
3441000000 3.584036e+02 
3441500000 3.585654e+02 
3.442000e+09 3.583824e+02 
3442500000 3.586804e+02 
3443000000 3.585023e+02 
3443500000 3.585164e+02 
3444000000 3.586148e+02 
3444500000 3.585741e+02 
3445000000 3.585410e+02 
3445500000 3.585691e+02 
3.446000e+09 3.585266e+02 
3446500000 3.585990e+02 
3447000000 3.584675e+02 
3447500000 3.585775e+02 
3448000000 3.583768e+02 
3448500000 3.584655e+02 
3449000000 3.584412e+02 
3449500000 3.585130e+02 
3.450000e+09 3.585469e+02 
3450500000 3.584924e+02 
3451000000 3.586275e+02 
3451500000 3.583680e+02 
3452000000 3.584369e+02 
3.452500e+09 3.585413e+02 
3453000000 3.584647e+02 
3453500000 3.586532e+02 
3.454000e+09 3.588268e+02 
3454500000 3.585960e+02 
3455000000 3.585911e+02 
3455500000 3.584360e+02 
3456000000 3.584812e+02 
3.456500e+09 3.586103e+02 
3457000000 3.585430e+02 
3457500000 3.585384e+02 
3.458000e+09 3.584828e+02 
3458500000 3.584565e+02 
3459000000 3.585858e+02 
3459500000 3.585037e+02 
3460000000 3.585800e+02 
3.460500e+09 3.585527e+02 
3461000000 3.584462e+02 
3461500000 3.585506e+02 
3.462000e+09 3.585281e+02 
3462500000 3.584877e+02 
3463000000 3.585726e+02 
3463500000 3.584721e+02 
3464000000 3.585710e+02 
3.464500e+09 3.586447e+02 
3465000000 3.585900e+02 
3465500000 3.585952e+02 
3.466000e+09 3.587075e+02 
3466500000 3.586221e+02 
3467000000 3.585709e+02 
3467500000 3.585435e+02 
3468000000 3.587242e+02 
3.468500e+09 3.585272e+02 
3469000000 3.585697e+02 
3469500000 3.584746e+02 
3.470000e+09 3.586145e+02 
3470500000 3.585892e+02 
3471000000 3.586246e+02 
3471500000 3.585554e+02 
3472000000 3.586260e+02 
3.472500e+09 3.586151e+02 
3473000000 3.584816e+02 
3473500000 3.585696e+02 
3.474000e+09 3.586073e+02 
3474500000 3.585300e+02 
3475000000 3.584853e+02 
3475500000 3.586480e+02 
3476000000 3.584524e+02 
3.476500e+09 3.586003e+02 
3477000000 3.585615e+02 
3477500000 3.586658e+02 
3.478000e+09 3.585707e+02 
3478500000 3.585972e+02 
3479000000 3.585473e+02 
3479500000 3.583417e+02 
3480000000 3.585703e+02 
3.480500e+09 3.586301e+02 
3481000000 3.584923e+02 
3481500000 3.584337e+02 
3482000000 3.585956e+02 
3482500000 3.585787e+02 
3483000000 3.583861e+02 
3483500000 3.585615e+02 
3484000000 3.586160e+02 
3.484500e+09 3.585135e+02 
3485000000 3.584951e+02 
3485500000 3.585491e+02 
3486000000 3.586566e+02 
3486500000 3.584935e+02 
3487000000 3.585483e+02 
3487500000 3.585323e+02 
3488000000 3.585205e+02 
3.488500e+09 3.584693e+02 
3489000000 3.585736e+02 
3489500000 3.584942e+02 
3490000000 3.584172e+02 
3490500000 3.585957e+02 
3491000000 3.585363e+02 
3491500000 3.585779e+02 
3492000000 3.584827e+02 
3.492500e+09 3.585229e+02 
3493000000 3.586317e+02 
3493500000 3.584039e+02 
3494000000 3.584796e+02 
3494500000 3.585381e+02 
3495000000 3.585141e+02 
3495500000 3.585253e+02 
3496000000 3.583104e+02 
3.496500e+09 3.585531e+02 
3497000000 3.585209e+02 
3497500000 3.585750e+02 
3498000000 3.584621e+02 
3498500000 3.583174e+02 
3499000000 3.584505e+02 
3499500000 3.584045e+02 
3500000000 3.585841e+02 
3.500500e+09 3.585473e+02 
3501000000 3.585052e+02 
3501500000 3.585698e+02 
3502000000 3.585477e+02 
3502500000 3.584573e+02 
3.503000e+09 3.583215e+02 
3503500000 3.583604e+02 
3504000000 3.584227e+02 
3.504500e+09 3.583443e+02 
3505000000 3.583737e+02 
3505500000 3.584549e+02 
3506000000 3.582673e+02 
3506500000 3.583789e+02 
3.507000e+09 3.583120e+02 
3507500000 3.582185e+02 
3508000000 3.583386e+02 
3.508500e+09 3.581410e+02 
3509000000 3.581983e+02 
3509500000 3.581439e+02 
3510000000 3.581570e+02 
3510500000 3.580080e+02 
3.511000e+09 3.578972e+02 
3511500000 3.580150e+02 
3512000000 3.578711e+02 
3.512500e+09 3.578690e+02 
3513000000 3.578610e+02 
3513500000 3.576200e+02 
3514000000 3.576657e+02 
3514500000 3.575198e+02 
3.515000e+09 3.573748e+02 
3515500000 3.573590e+02 
3516000000 3.570462e+02 
3.516500e+09 3.569876e+02 
3517000000 3.569259e+02 
3517500000 3.567617e+02 
3518000000 3.566954e+02 
3518500000 3.564738e+02 
3.519000e+09 3.564180e+02 
3519500000 3.561687e+02 
3520000000 3.559523e+02 
3.520500e+09 3.557942e+02 
3521000000 3.557266e+02 
3521500000 3.555388e+02 
3522000000 3.553446e+02 
3522500000 3.551343e+02 
3.523000e+09 3.548924e+02 
3523500000 3.547790e+02 
3524000000 3.545106e+02 
3.524500e+09 3.544892e+02 
3525000000 3.541209e+02 
3525500000 3.542179e+02 
3526000000 3.541409e+02 
3526500000 3.539623e+02 
3.527000e+09 3.539413e+02 
3527500000 3.539992e+02 
3528000000 3.540020e+02 
3.528500e+09 3.539186e+02 
3529000000 3.538466e+02 
3529500000 3.539821e+02 
3530000000 3.541523e+02 
3530500000 3.542572e+02 
3.531000e+09 3.542386e+02 
3531500000 3.543794e+02 
3532000000 3.546766e+02 
3.532500e+09 3.547806e+02 
3533000000 3.548249e+02 
3533500000 3.550410e+02 
3534000000 3.552723e+02 
3534500000 3.553042e+02 
3.535000e+09 3.556539e+02 
3535500000 3.557223e+02 
3536000000 3.557438e+02 
3.536500e+09 3.559224e+02 
3537000000 3.562542e+02 
3.537500e+09 3.563337e+02 
3538000000 3.565240e+02 
3538500000 3.566306e+02 
3.539000e+09 3.566957e+02 
3539500000 3.568043e+02 
3540000000 3.570748e+02 
3.540500e+09 3.569983e+02 
3541000000 3.571324e+02 
3541500000 3.572342e+02 
3542000000 3.574044e+02 
3542500000 3.573892e+02 
3.543000e+09 3.575169e+02 
3543500000 3.575548e+02 
3544000000 3.576058e+02 
3544500000 3.576201e+02 
3545000000 3.578413e+02 
3.545500e+09 3.576468e+02 
3546000000 3.579095e+02 
3546500000 3.578611e+02 
3.547000e+09 3.577994e+02 
3547500000 3.578453e+02 
3548000000 3.578242e+02 
3548500000 3.579042e+02 
3549000000 3.580073e+02 
3549500000 3.581194e+02 
3550000000 3.581054e+02 
3550500000 3.579010e+02 
3.551000e+09 3.580963e+02 
3551500000 3.580522e+02 
3552000000 3.581526e+02 
3552500000 3.583481e+02 
3553000000 3.581412e+02 
3.553500e+09 3.581777e+02 
3554000000 3.583716e+02 
3554500000 3.581838e+02 
3.555000e+09 3.582688e+02 
3555500000 3.583190e+02 
3556000000 3.584569e+02 
3556500000 3.583579e+02 
3557000000 3.582415e+02 
3557500000 3.581990e+02 
3558000000 3.581801e+02 
3558500000 3.583087e+02 
3.559000e+09 3.583294e+02 
3559500000 3.584067e+02 
3560000000 3.582453e+02 
3560500000 3.583318e+02 
3561000000 3.583280e+02 
3.561500e+09 3.583315e+02 
3562000000 3.584731e+02 
3562500000 3.582721e+02 
3.563000e+09 3.583830e+02 
3563500000 3.583851e+02 
3564000000 3.582954e+02 
3564500000 3.584146e+02 
3565000000 3.585455e+02 
3565500000 3.584006e+02 
3566000000 3.585128e+02 
3566500000 3.584586e+02 
3.567000e+09 3.584223e+02 
3567500000 3.584563e+02 
3568000000 3.585241e+02 
3568500000 3.584771e+02 
3569000000 3.585618e+02 
3.569500e+09 3.584401e+02 
3570000000 3.585615e+02 
3570500000 3.585744e+02 
3.571000e+09 3.584642e+02 
3571500000 3.584641e+02 
3572000000 3.585057e+02 
3572500000 3.585510e+02 
3573000000 3.584509e+02 
3573500000 3.584633e+02 
3574000000 3.584988e+02 
3574500000 3.585361e+02 
3.575000e+09 3.584418e+02 
3575500000 3.585851e+02 
3.576000e+09 3.586483e+02 
3576500000 3.586538e+02 
3577000000 3.584547e+02 
3.577500e+09 3.586254e+02 
3578000000 3.584363e+02 
3578500000 3.584214e+02 
3.579000e+09 3.584151e+02 
3579500000 3.585209e+02 
3580000000 3.583629e+02 
3580500000 3.585363e+02 
3581000000 3.586095e+02 
3.581500e+09 3.584638e+02 
3582000000 3.585524e+02 
3582500000 3.585732e+02 
3.583000e+09 3.585202e+02 
3583500000 3.585959e+02 
3.584000e+09 3.586010e+02 
3584500000 3.585198e+02 
3585000000 3.587793e+02 
3.585500e+09 3.585568e+02 
3586000000 3.583756e+02 
3586500000 3.585539e+02 
3.587000e+09 3.586334e+02 
3587500000 3.585023e+02 
3588000000 3.585667e+02 
3588500000 3.586045e+02 
3589000000 3.585223e+02 
3.589500e+09 3.586339e+02 
3590000000 3.584342e+02 
3590500000 3.585581e+02 
3.591000e+09 3.586907e+02 
3591500000 3.586220e+02 
3.592000e+09 3.585113e+02 
3592500000 3.584465e+02 
3593000000 3.585279e+02 
3.593500e+09 3.585094e+02 
3594000000 3.586003e+02 
3594500000 3.586088e+02 
3.595000e+09 3.586131e+02 
3595500000 3.585501e+02 
3596000000 3.583999e+02 
3596500000 3.583392e+02 
3597000000 3.585475e+02 
3.597500e+09 3.587517e+02 
3598000000 3.586284e+02 
3598500000 3.585324e+02 
3.599000e+09 3.584706e+02 
3599500000 3.586105e+02 
3.600000e+09 3.585892e+02 
3600500000 3.584813e+02 
3601000000 3.584915e+02 
3.601500e+09 3.585901e+02 
3602000000 3.586144e+02 
3602500000 3.586266e+02 
3.603000e+09 3.583805e+02 
3603500000 3.586100e+02 
3604000000 3.587643e+02 
3604500000 3.585709e+02 
3605000000 3.585852e+02 
3.605500e+09 3.586208e+02 
3606000000 3.586026e+02 
3606500000 3.586466e+02 
3607000000 3.584516e+02 
3607500000 3.586249e+02 
3.608000e+09 3.585914e+02 
3608500000 3.587002e+02 
3609000000 3.587102e+02 
3.609500e+09 3.584601e+02 
3610000000 3.585540e+02 
3610500000 3.588331e+02 
3611000000 3.584956e+02 
3611500000 3.586394e+02 
3612000000 3.586018e+02 
3612500000 3.585557e+02 
3613000000 3.585858e+02 
3.613500e+09 3.585885e+02 
3614000000 3.586412e+02 
3614500000 3.586394e+02 
3615000000 3.587431e+02 
3615500000 3.585405e+02 
3.616000e+09 3.586433e+02 
3616500000 3.586487e+02 
3617000000 3.586998e+02 
3.617500e+09 3.586427e+02 
3618000000 3.585995e+02 
3618500000 3.586246e+02 
3619000000 3.584706e+02 
3619500000 3.585675e+02 
3620000000 3.585961e+02 
3620500000 3.585805e+02 
3621000000 3.585140e+02 
3.621500e+09 3.584956e+02 
3622000000 3.585982e+02 
3622500000 3.587185e+02 
3623000000 3.585250e+02 
3623500000 3.585308e+02 
3.624000e+09 3.587585e+02 
3624500000 3.586069e+02 
3625000000 3.587537e+02 
3.625500e+09 3.584349e+02 
3626000000 3.585428e+02 
3626500000 3.585556e+02 
3627000000 3.586195e+02 
3627500000 3.586498e+02 
3.628000e+09 3.584967e+02 
3628500000 3.586693e+02 
3629000000 3.586111e+02 
3.629500e+09 3.585396e+02 
3630000000 3.584909e+02 
3.630500e+09 3.584739e+02 
3631000000 3.584495e+02 
3631500000 3.585308e+02 
3.632000e+09 3.584732e+02 
3632500000 3.584621e+02 
3633000000 3.586517e+02 
3.633500e+09 3.585605e+02 
3634000000 3.586168e+02 
3634500000 3.587189e+02 
3635000000 3.584981e+02 
3635500000 3.586192e+02 
3.636000e+09 3.585104e+02 
3636500000 3.586161e+02 
3637000000 3.585764e+02 
3.637500e+09 3.585620e+02 
3638000000 3.584419e+02 
3.638500e+09 3.586544e+02 
3639000000 3.585133e+02 
3639500000 3.584414e+02 
3.640000e+09 3.585462e+02 
3640500000 3.586204e+02 
3641000000 3.584397e+02 
3.641500e+09 3.586208e+02 
3642000000 3.585467e+02 
3642500000 3.585691e+02 
3643000000 3.585561e+02 
3643500000 3.584697e+02 
3.644000e+09 3.586625e+02 
3644500000 3.585723e+02 
3645000000 3.586009e+02 
3.645500e+09 3.584314e+02 
3646000000 3.585360e+02 
3.646500e+09 3.587844e+02 
3647000000 3.585039e+02 
3647500000 3.585635e+02 
3.648000e+09 3.585924e+02 
3648500000 3.586830e+02 
3649000000 3.585418e+02 
3.649500e+09 3.585783e+02 
3650000000 3.585630e+02 
3650500000 3.584702e+02 
3651000000 3.585157e+02 
3651500000 3.585731e+02 
3.652000e+09 3.585520e+02 
3652500000 3.585699e+02 
3653000000 3.585682e+02 
3.653500e+09 3.586410e+02 
3654000000 3.584880e+02 
3.654500e+09 3.586113e+02 
3655000000 3.586108e+02 
3655500000 3.585482e+02 
3.656000e+09 3.585735e+02 
3656500000 3.585891e+02 
3657000000 3.586269e+02 
3.657500e+09 3.584601e+02 
3658000000 3.585061e+02 
3658500000 3.585627e+02 
3659000000 3.586046e+02 
3659500000 3.586583e+02 
3.660000e+09 3.586545e+02 
3660500000 3.584965e+02 
3661000000 3.583882e+02 
3.661500e+09 3.585739e+02 
3662000000 3.584074e+02 
3.662500e+09 3.586216e+02 
3663000000 3.583543e+02 
3663500000 3.585134e+02 
3.664000e+09 3.585203e+02 
3664500000 3.585841e+02 
3665000000 3.585538e+02 
3.665500e+09 3.585396e+02 
3666000000 3.585453e+02 
3666500000 3.584878e+02 
3667000000 3.585426e+02 
3667500000 3.584759e+02 
3.668000e+09 3.585605e+02 
3668500000 3.585938e+02 
3669000000 3.584833e+02 
3669500000 3.586125e+02 
3670000000 3.585587e+02 
3.670500e+09 3.586945e+02 
3671000000 3.586702e+02 
3671500000 3.585470e+02 
3.672000e+09 3.586874e+02 
3672500000 3.585970e+02 
3673000000 3.586016e+02 
3673500000 3.585543e+02 
3674000000 3.586144e+02 
3.674500e+09 3.584023e+02 
3675000000 3.585666e+02 
3675500000 3.586172e+02 
3.676000e+09 3.586853e+02 
3676500000 3.585159e+02 
3.677000e+09 3.584981e+02 
3677500000 3.585952e+02 
3678000000 3.585217e+02 
3.678500e+09 3.586356e+02 
3679000000 3.585351e+02 
3679500000 3.585682e+02 
3.680000e+09 3.585014e+02 
3680500000 3.586462e+02 
3681000000 3.584987e+02 
3681500000 3.585679e+02 
3682000000 3.584863e+02 
3.682500e+09 3.585289e+02 
3683000000 3.587303e+02 
3683500000 3.584727e+02 
3.684000e+09 3.585914e+02 
3684500000 3.585699e+02 
3.685000e+09 3.584689e+02 
3685500000 3.585615e+02 
3686000000 3.585541e+02 
3.686500e+09 3.585989e+02 
3687000000 3.585643e+02 
3687500000 3.585665e+02 
3.688000e+09 3.585255e+02 
3688500000 3.584762e+02 
3689000000 3.585612e+02 
3689500000 3.585347e+02 
3690000000 3.585250e+02 
3.690500e+09 3.585738e+02 
3691000000 3.585718e+02 
3691500000 3.585871e+02 
3.692000e+09 3.586069e+02 
3692500000 3.585007e+02 
3.693000e+09 3.586004e+02 
3693500000 3.585768e+02 
3694000000 3.586586e+02 
3.694500e+09 3.585609e+02 
3695000000 3.585613e+02 
3695500000 3.585989e+02 
3.696000e+09 3.586211e+02 
3696500000 3.586245e+02 
3697000000 3.585593e+02 
3697500000 3.585331e+02 
3698000000 3.585174e+02 
3.698500e+09 3.587471e+02 
3699000000 3.585423e+02 
3699500000 3.586458e+02 
3.700000e+09 3.584545e+02 
3700500000 3.585216e+02 
3.701000e+09 3.586637e+02 
3701500000 3.585934e+02 
3702000000 3.585542e+02 
3.702500e+09 3.584144e+02 
3703000000 3.584418e+02 
3703500000 3.585455e+02 
3.704000e+09 3.585749e+02 
3704500000 3.583986e+02 
3705000000 3.584569e+02 
3705500000 3.585013e+02 
3706000000 3.585719e+02 
3.706500e+09 3.585288e+02 
3707000000 3.585372e+02 
3707500000 3.584657e+02 
3.708000e+09 3.584036e+02 
3708500000 3.584808e+02 
3.709000e+09 3.584623e+02 
3709500000 3.585820e+02 
3710000000 3.583729e+02 
3.710500e+09 3.584452e+02 
3711000000 3.585497e+02 
3711500000 3.584903e+02 
3.712000e+09 3.586164e+02 
3712500000 3.585534e+02 
