timestamp,ix,iy,x_target_um,y_target_um,x_read_um,y_read_um,file
2026-04-17T00:34:21.837,0,0,3800.000,4000.000,3808.028,3987.407,D:\Data\2026-4-17\Image_2026-4-17_Img0089.txt
2026-04-17T00:34:34.034,0,1,3800.000,3900.000,3809.304,3903.682,D:\Data\2026-4-17\Image_2026-4-17_Img0090.txt
2026-04-17T00:34:45.436,0,2,3800.000,3800.000,3809.324,3816.477,D:\Data\2026-4-17\Image_2026-4-17_Img0091.txt
2026-04-17T00:34:57.915,0,3,3800.000,3700.000,3808.562,3688.077,D:\Data\2026-4-17\Image_2026-4-17_Img0092.txt
2026-04-17T00:35:09.931,0,4,3800.000,3600.000,3809.086,3598.561,D:\Data\2026-4-17\Image_2026-4-17_Img0093.txt
2026-04-17T00:35:21.244,0,5,3800.000,3500.000,3806.684,3492.095,D:\Data\2026-4-17\Image_2026-4-17_Img0094.txt
2026-04-17T00:35:32.472,0,6,3800.000,3400.000,3808.569,3427.302,D:\Data\2026-4-17\Image_2026-4-17_Img0095.txt
2026-04-17T00:35:44.030,0,7,3800.000,3300.000,3805.747,3309.999,D:\Data\2026-4-17\Image_2026-4-17_Img0096.txt
2026-04-17T00:35:56.045,0,8,3800.000,3200.000,3806.971,3206.315,D:\Data\2026-4-17\Image_2026-4-17_Img0097.txt
2026-04-17T00:36:07.353,0,9,3800.000,3100.000,3806.008,3098.768,D:\Data\2026-4-17\Image_2026-4-17_Img0098.txt
2026-04-17T00:36:18.628,0,10,3800.000,3000.000,3808.739,3011.421,D:\Data\2026-4-17\Image_2026-4-17_Img0099.txt
2026-04-17T00:36:30.550,0,11,3800.000,2900.000,3806.854,2928.317,D:\Data\2026-4-17\Image_2026-4-17_Img0100.txt
2026-04-17T00:36:42.968,0,12,3800.000,2800.000,3806.692,2812.245,D:\Data\2026-4-17\Image_2026-4-17_Img0101.txt
2026-04-17T00:36:55.565,1,12,3900.000,2800.000,3883.502,2807.907,D:\Data\2026-4-17\Image_2026-4-17_Img0102.txt
2026-04-17T00:37:07.393,1,11,3900.000,2900.000,3885.142,2893.649,D:\Data\2026-4-17\Image_2026-4-17_Img0103.txt
2026-04-17T00:37:18.958,1,10,3900.000,3000.000,3886.893,2986.427,D:\Data\2026-4-17\Image_2026-4-17_Img0104.txt
2026-04-17T00:37:31.656,1,9,3900.000,3100.000,3884.914,3094.387,D:\Data\2026-4-17\Image_2026-4-17_Img0105.txt
2026-04-17T00:37:43.827,1,8,3900.000,3200.000,3885.950,3187.198,D:\Data\2026-4-17\Image_2026-4-17_Img0106.txt
2026-04-17T00:37:54.935,1,7,3900.000,3300.000,3880.291,3286.663,D:\Data\2026-4-17\Image_2026-4-17_Img0107.txt
2026-04-17T00:38:07.957,1,6,3900.000,3400.000,3890.121,3394.944,D:\Data\2026-4-17\Image_2026-4-17_Img0108.txt
2026-04-17T00:38:20.234,1,5,3900.000,3500.000,3890.486,3492.805,D:\Data\2026-4-17\Image_2026-4-17_Img0109.txt
2026-04-17T00:38:31.654,1,4,3900.000,3600.000,3889.688,3577.981,D:\Data\2026-4-17\Image_2026-4-17_Img0110.txt
2026-04-17T00:38:43.863,1,3,3900.000,3700.000,3890.711,3685.975,D:\Data\2026-4-17\Image_2026-4-17_Img0111.txt
2026-04-17T00:38:55.768,1,2,3900.000,3800.000,3888.456,3779.802,D:\Data\2026-4-17\Image_2026-4-17_Img0112.txt
2026-04-17T00:39:07.423,1,1,3900.000,3900.000,3883.425,3895.688,D:\Data\2026-4-17\Image_2026-4-17_Img0113.txt
2026-04-17T00:39:19.532,1,0,3900.000,4000.000,3885.539,3964.626,D:\Data\2026-4-17\Image_2026-4-17_Img0114.txt
2026-04-17T00:39:33.038,2,0,4000.000,4000.000,3990.578,3978.156,D:\Data\2026-4-17\Image_2026-4-17_Img0115.txt
2026-04-17T00:39:44.832,2,1,4000.000,3900.000,3983.348,3906.629,D:\Data\2026-4-17\Image_2026-4-17_Img0116.txt
2026-04-17T00:39:56.396,2,2,4000.000,3800.000,3985.797,3820.981,D:\Data\2026-4-17\Image_2026-4-17_Img0117.txt
2026-04-17T00:40:08.735,2,3,4000.000,3700.000,3984.000,3703.810,D:\Data\2026-4-17\Image_2026-4-17_Img0118.txt
2026-04-17T00:40:20.711,2,4,4000.000,3600.000,3985.473,3605.056,D:\Data\2026-4-17\Image_2026-4-17_Img0119.txt
2026-04-17T00:40:32.868,2,5,4000.000,3500.000,3981.839,3500.760,D:\Data\2026-4-17\Image_2026-4-17_Img0120.txt
2026-04-17T00:40:44.733,2,6,4000.000,3400.000,3985.080,3430.853,D:\Data\2026-4-17\Image_2026-4-17_Img0121.txt
2026-04-17T00:40:57.330,2,7,4000.000,3300.000,3984.046,3308.657,D:\Data\2026-4-17\Image_2026-4-17_Img0122.txt
