timestamp,ix,iy,x_target_um,y_target_um,x_read_um,y_read_um,file
2026-04-17T13:25:26.521,0,0,3800.000,5600.000,3805.600,5588.385,D:\Data\2026-4-17\Image_2026-4-17_Img0211.txt
2026-04-17T13:25:43.947,0,1,3800.000,5500.000,3804.275,5510.999,D:\Data\2026-4-17\Image_2026-4-17_Img0212.txt
2026-04-17T13:25:56.919,0,2,3800.000,5400.000,3809.983,5418.394,D:\Data\2026-4-17\Image_2026-4-17_Img0213.txt
2026-04-17T13:26:08.746,0,3,3800.000,5300.000,3805.799,5349.540,D:\Data\2026-4-17\Image_2026-4-17_Img0214.txt
2026-04-17T13:26:22.495,0,4,3800.000,5200.000,3811.218,5217.423,D:\Data\2026-4-17\Image_2026-4-17_Img0215.txt
2026-04-17T13:26:35.944,0,5,3800.000,5100.000,3809.256,5097.833,D:\Data\2026-4-17\Image_2026-4-17_Img0216.txt
2026-04-17T13:26:47.662,0,6,3800.000,5000.000,3809.379,5007.196,D:\Data\2026-4-17\Image_2026-4-17_Img0217.txt
2026-04-17T13:27:00.103,0,7,3800.000,4900.000,3810.185,4920.168,D:\Data\2026-4-17\Image_2026-4-17_Img0218.txt
2026-04-17T13:27:12.514,0,8,3800.000,4800.000,3810.853,4814.898,D:\Data\2026-4-17\Image_2026-4-17_Img0219.txt
2026-04-17T13:27:25.719,0,9,3800.000,4700.000,3811.154,4705.977,D:\Data\2026-4-17\Image_2026-4-17_Img0220.txt
2026-04-17T13:27:37.856,0,10,3800.000,4600.000,3811.298,4628.416,D:\Data\2026-4-17\Image_2026-4-17_Img0221.txt
2026-04-17T13:27:50.268,0,11,3800.000,4500.000,3810.992,4503.008,D:\Data\2026-4-17\Image_2026-4-17_Img0222.txt
2026-04-17T13:28:02.502,0,12,3800.000,4400.000,3810.559,4391.527,D:\Data\2026-4-17\Image_2026-4-17_Img0223.txt
2026-04-17T13:28:15.971,0,13,3800.000,4300.000,3812.640,4312.390,D:\Data\2026-4-17\Image_2026-4-17_Img0224.txt
2026-04-17T13:28:27.876,0,14,3800.000,4200.000,3812.213,4217.440,D:\Data\2026-4-17\Image_2026-4-17_Img0225.txt
2026-04-17T13:28:40.384,0,15,3800.000,4100.000,3814.257,4103.262,D:\Data\2026-4-17\Image_2026-4-17_Img0226.txt
2026-04-17T13:28:52.624,0,16,3800.000,4000.000,3811.980,3983.609,D:\Data\2026-4-17\Image_2026-4-17_Img0227.txt
2026-04-17T13:29:04.825,0,17,3800.000,3900.000,3812.315,3909.857,D:\Data\2026-4-17\Image_2026-4-17_Img0228.txt
2026-04-17T13:29:17.271,0,18,3800.000,3800.000,3812.325,3825.970,D:\Data\2026-4-17\Image_2026-4-17_Img0229.txt
2026-04-17T13:29:29.659,0,19,3800.000,3700.000,3813.643,3701.459,D:\Data\2026-4-17\Image_2026-4-17_Img0230.txt
2026-04-17T13:29:41.875,0,20,3800.000,3600.000,3811.511,3596.334,D:\Data\2026-4-17\Image_2026-4-17_Img0231.txt
2026-04-17T13:29:54.047,0,21,3800.000,3500.000,3812.578,3514.236,D:\Data\2026-4-17\Image_2026-4-17_Img0232.txt
2026-04-17T13:30:06.039,0,22,3800.000,3400.000,3811.762,3400.861,D:\Data\2026-4-17\Image_2026-4-17_Img0233.txt
2026-04-17T13:30:19.463,0,23,3800.000,3300.000,3812.064,3310.797,D:\Data\2026-4-17\Image_2026-4-17_Img0234.txt
2026-04-17T13:30:30.813,0,24,3800.000,3200.000,3809.526,3213.474,D:\Data\2026-4-17\Image_2026-4-17_Img0235.txt
2026-04-17T13:30:42.833,0,25,3800.000,3100.000,3812.107,3103.941,D:\Data\2026-4-17\Image_2026-4-17_Img0236.txt
2026-04-17T13:30:55.210,0,26,3800.000,3000.000,3811.069,3002.015,D:\Data\2026-4-17\Image_2026-4-17_Img0237.txt
2026-04-17T13:31:08.595,0,27,3800.000,2900.000,3811.842,2905.803,D:\Data\2026-4-17\Image_2026-4-17_Img0238.txt
2026-04-17T13:31:21.420,0,28,3800.000,2800.000,3810.557,2813.741,D:\Data\2026-4-17\Image_2026-4-17_Img0239.txt
2026-04-17T13:31:33.803,1,28,3900.000,2800.000,3887.410,2807.993,D:\Data\2026-4-17\Image_2026-4-17_Img0240.txt
2026-04-17T13:31:46.093,1,27,3900.000,2900.000,3885.959,2871.178,D:\Data\2026-4-17\Image_2026-4-17_Img0241.txt
2026-04-17T13:31:58.025,1,26,3900.000,3000.000,3884.212,2986.843,D:\Data\2026-4-17\Image_2026-4-17_Img0242.txt
2026-04-17T13:32:11.049,1,25,3900.000,3100.000,3880.081,3094.370,D:\Data\2026-4-17\Image_2026-4-17_Img0243.txt
2026-04-17T13:32:26.194,1,24,3900.000,3200.000,3880.070,3181.279,D:\Data\2026-4-17\Image_2026-4-17_Img0244.txt
2026-04-17T13:32:38.392,1,23,3900.000,3300.000,3881.564,3290.493,D:\Data\2026-4-17\Image_2026-4-17_Img0245.txt
